customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-00751,Male,0,Yes,No,39,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,108.28,4223.45,No
C-00752,Male,0,Yes,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),103.04,3593.28,No
C-00753,Female,0,No,Yes,23,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,59.43,1376.29,Yes
C-00754,Male,0,No,No,5,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,29.24,144.4,No
C-00755,Male,0,No,Yes,65,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),25.56,1673.18,Yes
C-00756,Male,1,Yes,No,3,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,75.71,202.56,No
C-00757,Female,0,No,Yes,5,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,82.26,410.72,No
C-00758,Female,0,Yes,No,50,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,102.98,5150.32,No
C-00759,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),47.25,2891.37,No
C-00760,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),34.75, ,No
C-00761,Male,1,No,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),55.9,3641.37,No
C-00762,Female,0,No,Yes,7,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),53.36,368.25,No
C-00763,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.25,782.19,No
C-00764,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,85.23,4270.72,Yes
C-00765,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.87,3020.98,No
C-00766,Female,0,No,No,43,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,90.11,3882.14,No
C-00767,Male,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.27,216.43,No
C-00768,Male,0,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,50.57,3485.99,No
C-00769,Female,0,Yes,Yes,25,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,65.26,1624.82,No
C-00770,Male,1,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),105.74,7063.57,Yes
C-00771,Female,1,Yes,No,18,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,22.03,395.74,No
C-00772,Male,0,No,Yes,19,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.48,1867.8,Yes
C-00773,Male,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,54.9,610.29,No
C-00774,Male,0,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,103.46,4764.54,No
C-00775,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),98.22,,No
C-00776,Male,0,No,No,13,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.88,698.51,No
C-00777,Female,0,No,No,63,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),87.39,5537.13,No
C-00778,Male,1,No,Yes,37,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,33.96,1261.66,No
C-00779,Male,0,Yes,No,36,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,107.63,3866.08,Yes
C-00780,Male,0,No,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),58.45,592.76,No
C-00781,Male,0,No,No,2,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),63.56,143.18,No
C-00782,Female,0,Yes,No,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.58,2839.31,No
C-00783,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,100.08,479.16,Yes
C-00784,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),41.63,2045.42,No
C-00785,Male,0,Yes,No,9,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),84.14,750.96,No
C-00786,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,57.2,215.58,No
C-00787,Female,0,Yes,No,22,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),54.87,1209.01,No
C-00788,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.0,767.74,No
C-00789,Female,0,Yes,Yes,43,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),56.72,2449.19,No
C-00790,Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.61,59.92,No
C-00791,Female,0,No,No,12,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),101.59,1218.21,Yes
C-00792,Female,0,Yes,Yes,39,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,28.13,1091.57,No
C-00793,Male,0,Yes,Yes,1,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.59,83.75,No
C-00794,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.87,2733.57,Yes
C-00795,Male,1,No,No,62,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),19.55,1211.33,No
C-00796,Male,0,Yes,Yes,16,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,34.68,526.44,No
C-00797,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,78.67,630.25,Yes
C-00798,Male,0,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),88.91,1245.88,No
C-00799,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),20.11,470.98,Yes
C-00800,Female,0,No,No,37,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),21.64,803.68,No
C-00801,Male,0,Yes,No,34,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,3690.27,Yes
C-00802,Male,0,No,Yes,48,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,25.33,1221.31,No
C-00803,Female,1,No,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),107.42,7314.93,No
C-00804,Female,0,Yes,No,61,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,40.82,2516.23,No
C-00805,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,92.0,5432.2,No
C-00806,Male,0,Yes,No,49,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,48.97,2401.37,No
C-00807,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,103.88,842.91,Yes
C-00808,Male,0,No,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,88.05,2900.97,No
C-00809,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.18,1976.93,No
C-00810,Male,0,Yes,Yes,0,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,25.63,,Yes
C-00811,Female,0,No,Yes,39,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),91.27,3560.25,No
C-00812,Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.69,5021.15,No
C-00813,Male,0,No,Yes,21,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),18.29,393.09,No
C-00814,Female,0,No,Yes,59,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),18.94,1100.5,No
C-00815,Male,1,No,Yes,63,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,98.88,6249.77,No
C-00816,Female,0,No,Yes,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),43.94,3124.6,Yes
C-00817,Female,0,No,Yes,10,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),81.61,812.1,Yes
C-00818,Female,1,Yes,Yes,13,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),63.42,840.74,Yes
C-00819,Male,0,Yes,Yes,59,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),104.34,6157.1,No
C-00820,Male,0,No,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,109.7,3182.6,Yes
C-00821,Female,0,Yes,No,34,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),117.68,3998.97,Yes
C-00822,Female,0,No,No,36,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,33.37,1216.0,Yes
C-00823,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),104.3,417.11,No
C-00824,Male,0,No,No,25,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,44.6,1109.42,Yes
C-00825,Female,0,No,Yes,61,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),77.08,4711.87,No
C-00826,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),68.58,217.57,No
C-00827,Male,0,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.8,827.87,No
C-00828,Female,0,No,Yes,17,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,111.28,1898.1,No
C-00829,Male,1,No,No,39,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),25.83,1018.83,Yes
C-00830,Female,0,Yes,No,71,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,86.82,6161.63,No
C-00831,Female,0,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,96.5,3677.26,No
C-00832,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,97.53,1275.32,Yes
C-00833,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,31.55,983.35,Yes
C-00834,Male,1,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,62.76,3122.43,No
C-00835,Male,0,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,100.94,3730.9,No
C-00836,Female,0,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.27,1061.48,Yes
C-00837,Female,0,No,No,62,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,64.77,4021.06,No
C-00838,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),45.28,657.93,No
C-00839,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,64.36,1553.23,No
C-00840,Male,0,Yes,No,16,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),106.78,1700.38,Yes
C-00841,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.51,4123.35,Yes
C-00842,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.59,3840.58,No
C-00843,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.4,2914.76,Yes
C-00844,Female,0,Yes,Yes,38,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.01,2442.57,No
C-00845,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.52,977.17,No
C-00846,Female,0,No,No,69,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),46.37,3197.87,Yes
C-00847,Male,0,Yes,No,5,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),61.66,303.21,No
C-00848,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),81.38,5340.62,No
C-00849,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),63.01,383.46,No
C-00850,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),51.78,2578.48,No
C-00851,Female,0,No,Yes,71,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,56.81,4019.33,No
C-00852,Female,0,Yes,No,41,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.23,1733.91,No
C-00853,Male,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,110.45,6968.65,No
C-00854,Male,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,70.17,965.41,No
C-00855,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,19.34,551.55,Yes
C-00856,Male,0,No,No,32,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,19.94,629.05,Yes
C-00857,Female,1,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),115.3,3004.29,No
C-00858,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.15,1411.04,No
C-00859,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),98.56,2757.61,No
C-00860,Female,1,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,23.83,882.01,No
C-00861,Female,0,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),110.12,6162.76,No
C-00862,Female,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),105.44,2744.08,No
C-00863,Male,0,Yes,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,75.11,4058.49,No
C-00864,Female,0,No,No,32,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),18.9,595.56,No
C-00865,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,43.78,2919.68,No
C-00866,Female,0,No,Yes,65,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),58.68,3824.28,No
C-00867,Female,1,No,No,9,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.01,578.13,No
C-00868,Female,0,No,Yes,4,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,47.77,199.78,Yes
C-00869,Male,1,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.29,781.03,No
C-00870,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.01,915.88,No
C-00871,Female,1,Yes,Yes,30,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,70.42,2102.48,No
C-00872,Female,0,No,No,46,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,46.3,2127.99,No
C-00873,Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.8,1114.12,Yes
C-00874,Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,117.46,6454.86,No
C-00875,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),66.2,942.45,No
C-00876,Female,0,No,Yes,28,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),93.6,2614.38,No
C-00877,Female,0,Yes,No,7,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,63.23,445.1,No
C-00878,Male,0,Yes,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.32,80.45,No
C-00879,Female,0,No,Yes,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,48.96,1364.15,No
C-00880,Male,0,Yes,No,46,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,50.01,2299.6,No
C-00881,Male,0,Yes,No,67,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,101.84,6814.95,No
C-00882,Male,0,No,No,44,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),83.42, ,No
C-00883,Male,0,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,45.54,49.94,No
C-00884,Male,0,No,No,26,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,114.77,2994.95,No
C-00885,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,50.15,1744.45,No
