show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2550,TV Show,Lupin 29,,"Jennifer Aniston, Leonardo DiCaprio, Cate Blanchett",Japan,"December 4, 2022",2020,TV-PG,3 Season,"Sci-Fi & Fantasy, Action & Adventure",A story about Lupin.
s2551,Movie,Inception 42,,"Leonardo DiCaprio, Tom Hanks, Brad Pitt, Jennifer Aniston",United States,"October 1, 2021",2020,PG-13,89 min,Documentaries,A story about Inception.
s2552,Movie,The Irishman 6,,"Meryl Streep, Leonardo DiCaprio, Cate Blanchett, Brad Pitt",Brazil,"October 26, 2015",2015,R,112 min,Romantic Movies,A story about The.
s2553,TV Show,Bird Box 8,Ava DuVernay,"Tom Hanks, Jennifer Aniston, Meryl Streep, Cate Blanchett",United States,"January 5, 2022",2021,TV-14,1 Season,"Documentaries, International Movies",A story about Bird.
s2554,Movie,Extraction 35,,"Cate Blanchett, Jennifer Aniston, Tom Hanks",Germany,"June 25, 2018",2016,R,178 min,Sci-Fi & Fantasy,A story about Extraction.
s2555,Movie,The Old Guard 3,Martin Scorsese,"Leonardo DiCaprio, Meryl Streep, Brad Pitt",United States,,2015,TV-PG,83 min,International Movies,A story about The.
s2556,Movie,Bright 16,,"Brad Pitt, Jennifer Aniston, Meryl Streep",Germany,"June 5, 2011",2009,TV-14,124 min,"Action & Adventure, Thrillers",A story about Bright.
s2557,TV Show,Triple Frontier 48,David Fincher,"Cate Blanchett, Jennifer Aniston, Leonardo DiCaprio",Japan,"June 1, 2010",2009,PG-13,3 Season,"Horror Movies, Documentaries",A story about Triple.
s2558,Movie,6 Underground 13,Guillermo del Toro,"Leonardo DiCaprio, Cate Blanchett",United States,"December 11, 2011",2010,TV-MA,88 min,"Action & Adventure, Documentaries",A story about 6.
s2559,Movie,Project Power 11,Ava DuVernay,"Cate Blanchett, Tom Hanks, Meryl Streep, Leonardo DiCaprio",United States,"August 6, 2019",2017,TV-PG,97 min,Action & Adventure,A story about Project.
s2560,Movie,Army of Thieves 15,Alfonso Cuarón,"Cate Blanchett, Meryl Streep, Leonardo DiCaprio",Japan,"November 17, 2009",2008,TV-MA,178 min,International Movies,A story about Army.
s2561,Movie,The Crown 41,Christopher Nolan,"Jennifer Aniston, Tom Hanks",Germany,"September 13, 2010",2009,TV-MA,92 min,"Romantic Movies, Comedies",A story about The.
s2562,Movie,Stranger Things 26,,"Cate Blanchett, Leonardo DiCaprio, Tom Hanks",Brazil,"January 11, 2011",2010,TV-14,131 min,"Horror Movies, International Movies",A story about Stranger.
s2563,TV Show,Breaking Bad 44,Christopher Nolan,"Tom Hanks, Meryl Streep, Jennifer Aniston",United Kingdom,"July 13, 2009",2009,TV-MA,2 Season,Thrillers,A story about Breaking.
s2564,TV Show,Narcos 17,,"Tom Hanks, Cate Blanchett, Jennifer Aniston, Leonardo DiCaprio",United States,"November 7, 2018",2016,TV-14,2 Season,"Action & Adventure, Dramas",A story about Narcos.
s2565,TV Show,Dark 12,Alfonso Cuarón,"Leonardo DiCaprio, Meryl Streep, Brad Pitt",United Kingdom,"September 5, 2020",2019,TV-PG,5 Season,"Action & Adventure, Documentaries",A story about Dark.
s2566,Movie,Money Heist 24,Ryan Murphy,"Brad Pitt, Tom Hanks, Leonardo DiCaprio",South Korea,"December 12, 2021",2019,TV-14,95 min,"Dramas, Action & Adventure",A story about Money.
s2567,Movie,Squid Game 21,,"Leonardo DiCaprio, Meryl Streep",United Kingdom,,2012,TV-MA,163 min,Action & Adventure,A story about Squid.
s2568,Movie,Ozark 14,,"Meryl Streep, Leonardo DiCaprio",United States,"December 23, 2017",2017,PG-13,163 min,International Movies,A story about Ozark.
s2569,Movie,Mindhunter 29,Guillermo del Toro,"Tom Hanks, Leonardo DiCaprio",United Kingdom,"January 11, 2016",2014,NR,172 min,"Dramas, Horror Movies",A story about Mindhunter.
s2570,TV Show,Lupin 16,Ava DuVernay,"Cate Blanchett, Brad Pitt",Brazil,"November 9, 2016",2015,TV-14,4 Season,Action & Adventure,A story about Lupin.
s2571,Movie,Inception 7,Guillermo del Toro,"Brad Pitt, Tom Hanks, Jennifer Aniston, Meryl Streep",France,"March 8, 2013",2013,TV-MA,172 min,Comedies,A story about Inception.
s2572,Movie,The Irishman 29,Ava DuVernay,"Tom Hanks, Jennifer Aniston, Meryl Streep",Brazil,"July 14, 2011",2010,TV-14,89 min,"Comedies, Documentaries",A story about The.
s2573,TV Show,Bird Box 46,Ava DuVernay,"Meryl Streep, Jennifer Aniston, Brad Pitt, Leonardo DiCaprio",United Kingdom,"April 2, 2017",2017,NR,2 Season,"Romantic Movies, Children & Family Movies",A story about Bird.
s2574,TV Show,Extraction 28,,"Brad Pitt, Tom Hanks, Leonardo DiCaprio",United States,"January 8, 2020",2020,TV-14,4 Season,Children & Family Movies,A story about Extraction.
s2575,Movie,The Old Guard 34,,"Cate Blanchett, Tom Hanks",United States,"October 5, 2019",2019,PG,155 min,Romantic Movies,A story about The.
s2576,Movie,Bright 8,Christopher Nolan,"Meryl Streep, Brad Pitt, Leonardo DiCaprio, Jennifer Aniston",Brazil,"August 13, 2021",2021,TV-PG,128 min,"Sci-Fi & Fantasy, Comedies",A story about Bright.
s2577,Movie,Triple Frontier 33,Guillermo del Toro,"Cate Blanchett, Tom Hanks, Jennifer Aniston, Leonardo DiCaprio",France,"June 20, 2009",2009,PG-13,93 min,Thrillers,A story about Triple.
s2578,Movie,6 Underground 3,,"Brad Pitt, Cate Blanchett, Tom Hanks",Japan,"January 13, 2020",2019,TV-14,130 min,"Comedies, Horror Movies",A story about 6.
s2579,Movie,Project Power 46,David Fincher,"Jennifer Aniston, Meryl Streep",United States,"April 7, 2018",2018,G,140 min,Action & Adventure,A story about Project.
s2580,Movie,Army of Thieves 24,Ava DuVernay,"Tom Hanks, Leonardo DiCaprio, Meryl Streep",Spain,"April 5, 2012",2012,TV-MA,105 min,Horror Movies,A story about Army.
s2581,Movie,The Crown 8,Guillermo del Toro,"Tom Hanks, Brad Pitt, Meryl Streep",France,"December 20, 2020",2018,TV-PG,144 min,Sci-Fi & Fantasy,A story about The.
s2582,TV Show,Stranger Things 48,Ava DuVernay,"Jennifer Aniston, Meryl Streep, Leonardo DiCaprio, Tom Hanks",Canada,"February 26, 2012",2012,PG-13,3 Season,"Romantic Movies, Dramas",A story about Stranger.
s2583,Movie,Breaking Bad 28,,"Meryl Streep, Brad Pitt",United Kingdom,"March 17, 2015",2013,PG-13,171 min,Documentaries,A story about Breaking.
s2584,Movie,Narcos 40,,"Tom Hanks, Jennifer Aniston, Brad Pitt, Meryl Streep",Canada,"December 6, 2017",2015,TV-PG,79 min,"Horror Movies, Dramas",A story about Narcos.
s2585,TV Show,Dark 14,Ava DuVernay,"Cate Blanchett, Jennifer Aniston, Tom Hanks",India,"November 18, 2010",2010,TV-MA,5 Season,"Sci-Fi & Fantasy, Documentaries",A story about Dark.
s2586,TV Show,Money Heist 20,Martin Scorsese,"Meryl Streep, Tom Hanks",United States,"November 9, 2019",2019,TV-MA,1 Season,"Thrillers, Documentaries",A story about Money.
s2587,Movie,Squid Game 36,Alfonso Cuarón,"Meryl Streep, Jennifer Aniston, Cate Blanchett",United States,"December 2, 2014",2014,PG-13,108 min,Comedies,A story about Squid.
s2588,Movie,Ozark 43,,"Tom Hanks, Jennifer Aniston",United States,"January 24, 2021",2020,TV-14,168 min,Comedies,A story about Ozark.
s2589,Movie,Mindhunter 45,Ava DuVernay,"Brad Pitt, Cate Blanchett, Leonardo DiCaprio, Tom Hanks",Canada,"July 12, 2019",2019,TV-MA,142 min,Romantic Movies,A story about Mindhunter.
s2590,TV Show,Lupin 28,Ava DuVernay,"Tom Hanks, Meryl Streep",France,"August 12, 2010",2009,PG-13,4 Season,"Horror Movies, Thrillers",A story about Lupin.
s2591,Movie,Inception 24,,"Tom Hanks, Cate Blanchett",Japan,"November 10, 2014",2013,TV-MA,86 min,"Thrillers, Documentaries",A story about Inception.
s2592,Movie,The Irishman 45,,,Canada,"May 3, 2018",2016,PG-13,179 min,International Movies,A story about The.
s2593,Movie,Bird Box 18,,"Meryl Streep, Brad Pitt, Jennifer Aniston, Cate Blanchett",India,"May 12, 2017",2017,R,122 min,Romantic Movies,A story about Bird.
s2594,TV Show,Extraction 18,Ava DuVernay,"Leonardo DiCaprio, Cate Blanchett",United States,"February 8, 2012",2011,TV-MA,3 Season,"Documentaries, Children & Family Movies",A story about Extraction.
s2595,Movie,The Old Guard 36,Ryan Murphy,"Tom Hanks, Meryl Streep",Japan,"August 25, 2011",2009,TV-14,142 min,Action & Adventure,A story about The.
s2596,TV Show,Bright 10,,"Leonardo DiCaprio, Brad Pitt",United States,"August 21, 2011",2010,TV-MA,3 Season,Sci-Fi & Fantasy,A story about Bright.
s2597,Movie,Triple Frontier 26,Ava DuVernay,"Cate Blanchett, Tom Hanks, Jennifer Aniston, Meryl Streep",United States,"April 2, 2017",2016,PG-13,144 min,"Dramas, Children & Family Movies",A story about Triple.
s2598,Movie,6 Underground 47,Guillermo del Toro,"Leonardo DiCaprio, Cate Blanchett",Japan,"March 21, 2014",2014,TV-MA,103 min,"International Movies, Thrillers",A story about 6.
s2599,TV Show,Project Power 34,,"Brad Pitt, Meryl Streep",United States,"March 2, 2012",2012,TV-MA,2 Season,Documentaries,A story about Project.
s2600,Movie,Army of Thieves 43,Ava DuVernay,"Jennifer Aniston, Tom Hanks, Meryl Streep, Leonardo DiCaprio",United States,"February 3, 2016",2014,TV-PG,106 min,Romantic Movies,A story about Army.
s2601,TV Show,The Crown 32,Ava DuVernay,"Brad Pitt, Leonardo DiCaprio, Meryl Streep, Jennifer Aniston",United States,"September 25, 2015",2013,TV-MA,3 Season,"Dramas, Children & Family Movies",A story about The.
s2602,Movie,Stranger Things 18,Guillermo del Toro,"Leonardo DiCaprio, Meryl Streep",United States,"November 4, 2014",2012,TV-MA,75 min,Romantic Movies,A story about Stranger.
s2603,Movie,Breaking Bad 1,Christopher Nolan,"Meryl Streep, Brad Pitt, Jennifer Aniston",Japan,"November 26, 2014",2013,NR,87 min,Documentaries,A story about Breaking.
s2604,Movie,Narcos 10,Ryan Murphy,"Brad Pitt, Jennifer Aniston",Germany,"December 1, 2010",2009,TV-14,119 min,"Romantic Movies, Documentaries",A story about Narcos.
s2605,Movie,Dark 22,,"Meryl Streep, Jennifer Aniston, Cate Blanchett",India,"September 9, 2017",2015,TV-MA,138 min,Documentaries,A story about Dark.
s2606,Movie,Money Heist 19,,"Jennifer Aniston, Meryl Streep, Brad Pitt, Tom Hanks",Spain,"January 25, 2019",2019,TV-MA,151 min,"Dramas, International Movies",A story about Money.
s2607,Movie,Squid Game 3,Ava DuVernay,"Tom Hanks, Meryl Streep",South Korea,"July 13, 2008",2008,PG,159 min,"Sci-Fi & Fantasy, Comedies",A story about Squid.
s2608,Movie,Ozark 25,Christopher Nolan,"Meryl Streep, Leonardo DiCaprio, Cate Blanchett",South Korea,"May 11, 2019",2017,PG-13,141 min,Children & Family Movies,A story about Ozark.
s2609,Movie,Mindhunter 44,Guillermo del Toro,"Leonardo DiCaprio, Cate Blanchett",India,"November 17, 2012",2011,TV-14,164 min,Romantic Movies,A story about Mindhunter.
s2610,Movie,Lupin 10,Christopher Nolan,"Meryl Streep, Jennifer Aniston",United Kingdom,"November 25, 2012",2010,TV-MA,163 min,Sci-Fi & Fantasy,A story about Lupin.
s2611,Movie,Inception 2,Ava DuVernay,"Tom Hanks, Meryl Streep",Spain,"May 21, 2018",2017,TV-PG,162 min,International Movies,A story about Inception.
s2612,Movie,The Irishman 29,,"Jennifer Aniston, Brad Pitt, Leonardo DiCaprio, Meryl Streep",United Kingdom,"June 26, 2022",2020,TV-MA,75 min,"Documentaries, Romantic Movies",A story about The.
s2613,Movie,Bird Box 5,,"Leonardo DiCaprio, Cate Blanchett, Brad Pitt, Jennifer Aniston",United States,"October 8, 2021",2021,TV-PG,147 min,Horror Movies,A story about Bird.
s2614,Movie,Extraction 30,,,India,"November 26, 2020",2018,TV-14,85 min,"Children & Family Movies, Horror Movies",A story about Extraction.
s2615,Movie,The Old Guard 33,Martin Scorsese,"Jennifer Aniston, Meryl Streep, Cate Blanchett, Leonardo DiCaprio",Spain,"April 23, 2008",2008,TV-14,72 min,"Children & Family Movies, Documentaries",A story about The.
s2616,TV Show,Bright 44,Christopher Nolan,"Tom Hanks, Leonardo DiCaprio, Cate Blanchett, Jennifer Aniston",Japan,"March 23, 2017",2015,TV-14,2 Season,Thrillers,A story about Bright.
s2617,Movie,Triple Frontier 13,,"Meryl Streep, Tom Hanks",South Korea,"July 7, 2019",2019,TV-PG,112 min,Horror Movies,A story about Triple.
s2618,TV Show,6 Underground 13,,"Jennifer Aniston, Tom Hanks, Cate Blanchett, Leonardo DiCaprio",United States,"February 18, 2010",2010,PG,2 Season,"Action & Adventure, Comedies",A story about 6.
s2619,TV Show,Project Power 41,,"Cate Blanchett, Brad Pitt",Japan,"September 2, 2022",2021,TV-MA,4 Season,Comedies,A story about Project.
s2620,TV Show,Army of Thieves 43,Christopher Nolan,"Cate Blanchett, Leonardo DiCaprio, Meryl Streep, Tom Hanks",United States,"April 7, 2008",2008,TV-MA,5 Season,"Comedies, Sci-Fi & Fantasy",A story about Army.
s2621,Movie,The Crown 13,David Fincher,"Tom Hanks, Cate Blanchett, Leonardo DiCaprio",Canada,"July 8, 2021",2019,TV-14,94 min,Comedies,A story about The.
s2622,Movie,Stranger Things 40,,"Meryl Streep, Leonardo DiCaprio",United States,"February 27, 2020",2019,TV-14,105 min,Action & Adventure,A story about Stranger.
s2623,TV Show,Breaking Bad 18,Ryan Murphy,"Leonardo DiCaprio, Jennifer Aniston",India,"March 19, 2019",2017,G,2 Season,"Romantic Movies, Comedies",A story about Breaking.
s2624,Movie,Narcos 5,,"Cate Blanchett, Leonardo DiCaprio, Jennifer Aniston",France,"July 5, 2011",2011,TV-14,137 min,"Sci-Fi & Fantasy, Thrillers",A story about Narcos.
s2625,Movie,Dark 17,,"Jennifer Aniston, Cate Blanchett, Meryl Streep, Brad Pitt",United States,"November 25, 2008",2008,TV-14,169 min,Comedies,A story about Dark.
s2626,Movie,Money Heist 36,Ava DuVernay,"Cate Blanchett, Tom Hanks",United States,"August 5, 2009",2008,TV-14,164 min,"International Movies, Dramas",A story about Money.
s2627,Movie,Squid Game 24,Guillermo del Toro,"Cate Blanchett, Tom Hanks, Leonardo DiCaprio, Jennifer Aniston",United States,,2021,TV-14,127 min,"Horror Movies, Children & Family Movies",A story about Squid.
s2628,Movie,Ozark 37,David Fincher,"Jennifer Aniston, Tom Hanks",United States,"December 20, 2017",2017,R,97 min,Action & Adventure,A story about Ozark.
s2629,TV Show,Mindhunter 13,Ryan Murphy,"Leonardo DiCaprio, Meryl Streep, Cate Blanchett",United Kingdom,"March 4, 2014",2012,TV-PG,2 Season,Dramas,A story about Mindhunter.
s2630,Movie,Lupin 27,Alfonso Cuarón,"Leonardo DiCaprio, Cate Blanchett, Meryl Streep, Brad Pitt",India,"January 26, 2015",2014,R,96 min,Sci-Fi & Fantasy,A story about Lupin.
s2631,Movie,Inception 15,,"Tom Hanks, Leonardo DiCaprio, Brad Pitt, Meryl Streep",Canada,"October 8, 2015",2013,PG-13,82 min,"Horror Movies, International Movies",A story about Inception.
s2632,TV Show,The Irishman 25,Alfonso Cuarón,,United States,"May 12, 2016",2016,TV-PG,3 Season,Comedies,A story about The.
s2633,TV Show,Bird Box 2,Martin Scorsese,"Leonardo DiCaprio, Cate Blanchett, Brad Pitt, Meryl Streep",United States,"October 23, 2014",2013,TV-PG,3 Season,Comedies,A story about Bird.
s2634,Movie,Extraction 46,Christopher Nolan,"Leonardo DiCaprio, Cate Blanchett, Jennifer Aniston, Meryl Streep",Brazil,"April 17, 2009",2008,PG-13,73 min,Sci-Fi & Fantasy,A story about Extraction.
s2635,Movie,The Old Guard 1,Martin Scorsese,"Brad Pitt, Tom Hanks, Meryl Streep",Brazil,"February 11, 2018",2018,TV-14,120 min,Horror Movies,A story about The.
s2636,TV Show,Bright 35,Martin Scorsese,"Jennifer Aniston, Cate Blanchett, Meryl Streep, Leonardo DiCaprio",United Kingdom,"February 4, 2009",2008,TV-MA,3 Season,"Comedies, Action & Adventure",A story about Bright.
s2637,TV Show,Triple Frontier 34,Christopher Nolan,"Jennifer Aniston, Brad Pitt, Leonardo DiCaprio",Japan,"September 22, 2021",2021,PG-13,2 Season,Sci-Fi & Fantasy,A story about Triple.
s2638,Movie,6 Underground 2,Christopher Nolan,"Meryl Streep, Brad Pitt",South Korea,"August 2, 2010",2009,TV-MA,86 min,"Documentaries, Horror Movies",A story about 6.
s2639,Movie,Project Power 25,Christopher Nolan,"Meryl Streep, Brad Pitt",India,"May 5, 2010",2010,TV-14,100 min,"Romantic Movies, Action & Adventure",A story about Project.
s2640,Movie,Army of Thieves 46,David Fincher,"Jennifer Aniston, Cate Blanchett",Germany,"January 8, 2011",2010,TV-14,118 min,"Dramas, Thrillers",A story about Army.
s2641,TV Show,The Crown 43,Alfonso Cuarón,"Meryl Streep, Cate Blanchett",India,"November 24, 2015",2013,TV-14,3 Season,"Thrillers, Action & Adventure",A story about The.
s2642,Movie,Stranger Things 37,Martin Scorsese,"Cate Blanchett, Jennifer Aniston",India,"June 17, 2019",2018,R,144 min,Dramas,A story about Stranger.
s2643,Movie,Breaking Bad 39,,,France,"August 25, 2013",2011,TV-14,84 min,"Comedies, Romantic Movies",A story about Breaking.
s2644,Movie,Narcos 14,Ava DuVernay,"Meryl Streep, Tom Hanks, Cate Blanchett, Jennifer Aniston",France,"March 8, 2017",2015,TV-MA,81 min,"Dramas, International Movies",A story about Narcos.
s2645,TV Show,Dark 10,David Fincher,"Cate Blanchett, Jennifer Aniston",United Kingdom,"March 4, 2022",2021,TV-PG,5 Season,"Horror Movies, International Movies",A story about Dark.
s2646,Movie,Money Heist 23,Ava DuVernay,"Cate Blanchett, Jennifer Aniston",United States,"October 11, 2014",2012,TV-PG,127 min,"Dramas, Horror Movies",A story about Money.
s2647,TV Show,Squid Game 10,Ava DuVernay,"Tom Hanks, Jennifer Aniston, Meryl Streep",United States,"December 9, 2014",2014,TV-14,2 Season,Children & Family Movies,A story about Squid.
s2648,TV Show,Ozark 15,,"Jennifer Aniston, Tom Hanks, Leonardo DiCaprio, Cate Blanchett",Canada,"April 25, 2021",2019,TV-14,5 Season,International Movies,A story about Ozark.
s2649,Movie,Mindhunter 3,Alfonso Cuarón,"Meryl Streep, Jennifer Aniston, Tom Hanks",United States,"November 21, 2019",2017,R,141 min,"Thrillers, Action & Adventure",A story about Mindhunter.
s2650,Movie,Lupin 49,Alfonso Cuarón,"Brad Pitt, Jennifer Aniston, Tom Hanks, Meryl Streep",United States,"April 6, 2019",2019,PG-13,109 min,"Romantic Movies, Sci-Fi & Fantasy",A story about Lupin.
s2651,Movie,Inception 1,David Fincher,"Jennifer Aniston, Leonardo DiCaprio",United States,"August 9, 2017",2016,TV-PG,81 min,International Movies,A story about Inception.
s2652,Movie,The Irishman 23,,"Cate Blanchett, Tom Hanks, Brad Pitt, Jennifer Aniston",United States,"March 16, 2010",2008,PG-13,125 min,Dramas,A story about The.
s2653,TV Show,Bird Box 39,Guillermo del Toro,"Leonardo DiCaprio, Tom Hanks",United Kingdom,"November 14, 2022",2021,PG-13,4 Season,"International Movies, Horror Movies",A story about Bird.
s2654,Movie,Extraction 9,David Fincher,"Tom Hanks, Leonardo DiCaprio, Meryl Streep, Cate Blanchett",France,"February 24, 2022",2020,TV-14,94 min,Children & Family Movies,A story about Extraction.
s2655,TV Show,The Old Guard 37,Martin Scorsese,"Brad Pitt, Cate Blanchett",United States,"January 13, 2020",2019,TV-PG,4 Season,"Dramas, International Movies",A story about The.
s2656,TV Show,Bright 24,,"Tom Hanks, Meryl Streep",United Kingdom,"June 4, 2014",2012,TV-14,3 Season,"Action & Adventure, Children & Family Movies",A story about Bright.
s2657,Movie,Triple Frontier 24,Christopher Nolan,,United States,"November 22, 2016",2015,TV-14,120 min,"Comedies, Horror Movies",A story about Triple.
s2658,Movie,6 Underground 4,Christopher Nolan,"Leonardo DiCaprio, Brad Pitt, Tom Hanks, Jennifer Aniston",United States,"March 19, 2020",2018,TV-14,168 min,"Action & Adventure, Comedies",A story about 6.
s2659,Movie,Project Power 43,Martin Scorsese,"Leonardo DiCaprio, Brad Pitt",United States,"February 18, 2017",2015,TV-MA,166 min,Children & Family Movies,A story about Project.
s2660,Movie,Army of Thieves 31,David Fincher,"Brad Pitt, Jennifer Aniston, Meryl Streep, Cate Blanchett",Spain,"March 4, 2011",2010,TV-14,153 min,"Romantic Movies, Comedies",A story about Army.
s2661,TV Show,The Crown 32,David Fincher,"Jennifer Aniston, Leonardo DiCaprio",France,"July 26, 2015",2014,TV-MA,2 Season,"Documentaries, Horror Movies",A story about The.
s2662,Movie,Stranger Things 4,,"Meryl Streep, Tom Hanks, Cate Blanchett",France,"November 16, 2018",2017,TV-PG,147 min,Children & Family Movies,A story about Stranger.
